事件名称,综合影响力,媒体参与家数,央媒得分,公众舆论指数,平均传播速度（条/小时）_对数变换,峰值传播速度（条/小时）_对数变换,事件持续时长(小时)_对数变换,渠道总数_对数变换,意见领袖总影响力(万)_对数变换,首发媒体权威度_1级,首发媒体权威度_2级,首发媒体权威度_3级,首发媒体权威度_4级,媒体权威度等级,是否为谣言
首批获回购增持贷款公司出炉,72.8,80,3.32,0.043,2.708050201,5.030437921,5.579729826,6.167516491,7.738052298,0,0,1,0,3,0
淄博齐商银行一储户存40多万取款时余额为零,67.8,25,0.7,0.026,1.945910149,4.890349128,5.579729826,4.779123493,8.901094122,0,0,1,0,3,0
易方达基金被举报,56.9,6,0.0,0.0,1.098612289,4.882801923,5.257495372,2.564949357,7.226936018,0,1,0,0,2,0
央行宣布降息降准,79.1,91,3.84,0.1,3.555348061,6.562444094,5.82008293,6.426488457,8.988695697,0,1,0,0,2,0
A股连续上涨,94.1,121,4.66,0.5,5.062595033,7.5750717,6.658011046,8.188966864,9.540219493,0,1,0,0,2,0
孩子未做肝脏活检保险公司拒赔,61.0,7,0.12,0.0,1.386294361,5.153291594,5.257495372,2.944438979,9.045583646,0,0,1,0,3,0
老头乐被认定为机动车遭保险拒赔,53.9,0,0.0,0.0,0.693147181,3.295836866,5.123963979,1.791759469,7.834788107,0,1,0,0,2,0
A股公司并购重组,79.3,51,2.8,0.034,2.197224577,5.752572639,7.359467638,5.529429088,8.994668836,0,1,0,0,2,0
中行行长刘金因“其他安排”未出席董事会,62.9,43,0.96,0.0,1.098612289,5.231108617,5.950642553,4.521788577,8.054840221,0,1,0,0,2,0
七大平台因幽灵外卖问题被监管部门处罚,75.7,89,4.3,0.006,2.564949357,7.271703707,4.770684624,6.100318952,9.100748695,1,0,0,0,1,0
拼多多因平台治理问题被罚15.22亿元,75.8,56,3.92,0.033,3.610917913,7.446585099,4.770684624,5.501258211,9.108750516,1,0,0,0,1,0
丝芭传媒创始人王子杰突发心源性疾病逝世,74.6,42,0.22,0.0,0.693147181,7.355001921,4.955827058,5.620400866,9.755625392,0,1,0,0,2,0
字节跳动去年净利润下滑超70%,68.9,29,0.82,0.005,3.218875825,6.257667588,3.828641396,4.736198448,8.539541595,0,1,0,0,2,0
京东在杭州钱江世纪城拿地,61.0,16,0.54,0.002,2.397895273,4.615120517,3.828641396,3.891820298,7.546974118,0,0,1,0,3,0
华为Pura系列及全场景新品发布会,78.8,45,1.25,0.092,5.252273428,7.833203949,3.828641396,6.098074282,9.741439101,0,0,1,0,3,0
宇树机器人打破人类1500米世界纪录,69.7,14,0.33,0.002,1.098612289,6.333279628,4.248495242,4.477336814,8.761706768,0,0,1,0,3,0
DeepSeek被曝融资20亿,68.4,25,0.82,0.002,2.63905733,5.023880521,4.770684624,4.718498871,8.314342343,0,1,0,0,2,0
小米史上最大电池手机曝光,64.0,6,0.0,0.023,1.791759469,4.317488114,5.111987788,3.784189634,8.518991573,0,0,1,0,3,0
华谊兄弟被申请重整 八年累计亏损超 85 亿元,64.9,21,1.2,0.0,0.693147181,4.672828834,5.111987788,4.49980967,7.604894481,0,0,1,0,3,0
深圳比亚迪园区发生火灾事故,72.7,49,1.47,0.078,3.526360525,6.728628613,5.204006687,5.579729826,8.885164095,0,0,0,1,4,0
恒大集团、恒大地产及许家印案一审开庭,72.5,61,2.56,0.08,3.135494216,7.239214974,5.204006687,5.513428746,9.115040192,1,0,0,0,1,0
胖东来多宝鱼被曝吃出金属标签,60.4,5,0.0,0.011,1.609437912,5.153291594,5.198497031,3.258096538,8.449556543,0,0,1,0,3,0
网传科大讯飞外包员工中1500万元彩票后离职,71.1,27,0.33,0.083,2.833213344,5.641907071,5.323009979,5.123963979,8.832733592,0,0,1,0,3,0
网易云音乐广告出现诡异画面,63.2,25,0.44,0.014,1.609437912,4.718498871,5.323009979,4.762173935,7.768956045,0,0,1,0,3,0
西塔老太太门店被曝菜叶现活体鼻涕虫,52.7,1,0.0,0.002,0.693147181,3.555348061,5.323009979,1.945910149,7.665753432,0,0,1,0,3,0
海康威视辟谣300多人被带走调查,57.8,7,0.05,0.007,1.098612289,3.951243719,5.129898715,3.555348061,6.967909202,0,1,0,0,2,0
海河牛奶直播被指涉黄,70.8,38,1.47,0.034,3.091042453,5.998936562,5.313205979,5.327876169,8.275376375,0,1,0,0,2,0
胖东来再回应“鸡蛋被检出角黄素”,62.4,22,0.33,0.016,1.386294361,4.33073334,5.379897354,4.290459441,8.014335737,0,0,0,1,4,0
澳洲优思益被曝假进口,82.6,102,2.67,0.19,4.454347296,7.628031127,5.746203191,6.818924065,9.571505221,0,0,1,0,3,0
网易云回应账号突然被封禁,55.4,7,0.0,0.004,0.693147181,4.17438727,5.746203191,3.258096538,7.804251384,0,0,1,0,3,0
奇瑞00后女员工实名举报高管性骚扰,62.1,16,0.16,0.01,1.098612289,4.33073334,5.746203191,4.553876892,7.887584032,1,0,0,0,1,0
DeepSeek公告服务出现重大中断,71.0,30,0.93,0.038,3.496507561,6.513230111,5.484796933,5.187385806,9.007244516,0,0,0,1,4,0
比亚迪2025年全年财报,70.4,40,1.36,0.016,3.465735903,6.011267174,5.262690189,4.672828834,8.88930832,0,0,1,0,3,0
美团发布2025年财报,68.8,37,1.63,0.03,2.890371758,5.673323267,5.262690189,4.644390899,8.923591198,0,1,0,0,2,0
拼多多2025年第四季度财报,65.1,26,0.93,0.011,2.079441542,5.036952602,5.379897354,4.127134385,8.547528391,0,1,0,0,2,0
安踏集团发布2025年财报,59.9,21,1.31,0.005,1.098612289,4.007333185,5.379897354,3.688879454,6.661854741,0,0,1,0,3,0
晋江老天奶引发维权风波,70.0,14,0.0,0.044,3.465735903,6.690842277,5.379897354,4.127134385,8.992930353,0,1,0,0,2,0
美团被曝私删用户照片,70.2,42,0.54,0.037,3.044522438,6.148468296,5.379897354,5.356586275,8.597482023,0,0,0,1,4,0
张雪峰因心源性猝死去世,85.6,76,1.74,0.23,5.624017506,9.379154445,5.379897354,7.03438793,9.588434283,0,1,0,0,2,0
中园石化加油站被立案调查,71.0,71,2.01,0.03,2.564949357,5.497168225,5.379897354,5.883322388,8.548885638,0,1,0,0,2,0
海马体为出片要求穿长裙致孕妇摔倒,63.1,12,0.0,0.012,2.197224577,5.501258211,5.204006687,3.555348061,7.952966791,0,1,0,0,2,0
东航回应MU5128航班起火,59.6,17,0.27,0.008,1.098612289,4.779123493,5.204006687,4.077537444,7.948031991,0,0,1,0,3,0
大疆起诉影石,72.6,53,1.25,0.048,3.295836866,6.063785209,4.976733742,5.707110265,9.101752432,0,1,0,0,2,0
零跑汽车被曝整顿内部贪腐,54.5,2,0.05,0.004,0.693147181,3.688879454,4.976733742,2.197224577,8.081784207,0,0,1,0,3,0
小米汽车官宣舒淇为品牌代言人,71.9,18,0.16,0.06,3.465735903,7.0800265,5.049856007,5.075173815,9.861884003,0,0,0,1,4,0
苹果五十周年库克来华,68.1,48,1.8,0.015,2.564949357,4.584967479,5.049856007,5.257495372,8.523970176,0,1,0,0,2,0
阿里发布2026财年第三季财报,71.6,46,2.02,0.032,3.36729583,5.717027701,5.129898715,5.141663557,8.790573479,0,0,0,1,4,0
鲜啤福鹿家官宣鹿晗品牌全球代言人,61.8,2,0.0,0.007,3.555348061,6.354370041,5.192956851,1.945910149,9.130430989,0,0,0,1,4,0
腾讯发布2025年财报,73.7,48,1.69,0.067,3.737669618,6.739336627,5.192956851,5.204006687,8.796641459,0,0,1,0,3,0
小米超强钢获得国家级科技一等奖,63.0,5,0.0,0.01,1.791759469,4.804021045,5.192956851,3.17805383,9.124019666,0,0,0,1,4,0
胖东来小方糖戒指重新上架后售罄,65.8,10,0.05,0.017,1.945910149,5.049856007,5.262690189,4.025351691,7.949797216,0,0,1,0,3,0
蒙牛普通奶粉暗示能长一米八八,55.2,4,0.05,0.002,1.098612289,3.80666249,5.262690189,2.944438979,7.049254841,0,1,0,0,2,0
海霸王牛肉丸主料竟然是鸡肉,57.7,7,0.16,0.003,1.098612289,3.80666249,4.976733742,3.33220451,7.426549072,1,0,0,0,1,0
网红鹿哈带货牛肚被曝加工环境脏乱差,68.8,13,0.33,0.014,2.48490665,5.572154032,5.298317367,4.521788577,8.938925272,0,0,1,0,3,0
胖东来鸡蛋被曝色素超标,70.5,24,0.27,0.014,2.833213344,5.308267697,5.262690189,5.18178355,8.783242964,0,0,1,0,3,0
蔓味轻食切除霉变部分继续使用食材,56.7,14,0.27,0.004,1.098612289,4.025351691,5.062595033,3.258096538,7.083387848,0,0,1,0,3,0
12306回应列车为无座旅客发便民凳,55.0,8,0.11,0.002,0.693147181,3.091042453,5.204006687,2.772588722,6.955592608,0,0,1,0,3,0
追觅首款旗舰手机亮相,70.7,36,0.93,0.014,3.258096538,5.241747015,5.204006687,4.859812404,8.834191318,0,0,1,0,3,0
LABUBU联名三丽鸥盲盒上新秒售罄,58.4,7,0.16,0.004,1.098612289,3.931825633,5.204006687,3.091042453,7.570443252,0,1,0,0,2,0
理想汽车公布2025年财报,70.4,24,0.98,0.013,2.995732274,5.880532986,5.262690189,4.605170186,8.917176636,0,1,0,0,2,0
OPPO宣布老机型调价,73.7,39,0.98,0.017,2.995732274,5.424950017,5.438079309,5.602118821,9.030735123,0,0,1,0,3,0
80元Lululemon发圈卖断货,66.0,25,0.82,0.006,1.945910149,4.543294782,5.438079309,4.663439094,8.254528882,0,0,0,1,4,0
汾酒回应“硕士拟录用为酿酒工”,62.4,15,0.16,0.006,1.386294361,4.521788577,5.438079309,4.290459441,8.374938144,0,1,0,0,2,0
超8成胖东来员工拒绝“降薪增假”,65.5,16,0.33,0.008,1.791759469,5.267858159,5.379897354,4.304065093,8.305236829,0,0,1,0,3,0
茉莉奶白×酷洛米妇女节联名,37.6,0,0.0,0.0,0.693147181,2.63905733,4.976733742,1.098612289,6.329720906,0,0,1,0,3,0
比亚迪发布会,84.7,100,3.32,0.056,5.568344504,8.000349495,5.579729826,6.65415252,9.531191228,0,1,0,0,2,0
长城魏牌抄袭致歉,66.2,18,0.22,0.007,2.197224577,5.384495063,5.129898715,4.49980967,8.495152061,0,0,1,0,3,0
李宁官宣白鹿为品牌代言人,59.2,1,0.05,0.001,2.772588722,5.446737372,5.262690189,1.098612289,8.644882553,0,1,0,0,2,0
鸿蒙智行发布会举行,71.7,17,0.54,0.03,2.772588722,6.711740395,5.666426688,4.584967479,8.956222016,0,0,1,0,3,0
IF椰子水造假风波,66.2,22,0.6,0.008,2.63905733,5.38907173,5.209486153,4.248495242,8.446556112,1,0,0,0,1,0
LV羽绒服穿3小时掉色,58.7,10,0.0,0.005,1.098612289,3.80666249,5.332718793,3.688879454,7.965198291,0,0,1,0,3,0
宗馥莉砍掉娃哈哈机器人业务,55.5,7,0.11,0.003,1.098612289,3.80666249,5.332718793,3.258096538,8.013343181,0,1,0,0,2,0
HR回应员工生三胎奖励183万,56.0,5,0.27,0.002,1.098612289,2.890371758,5.332718793,3.135494216,7.44716836,0,0,1,0,3,0
山姆部分产品大降价,66.9,13,0.05,0.025,3.135494216,6.182084907,4.976733742,3.737669618,8.444192299,0,0,1,0,3,0
携程集团两大联合创始人辞职,63.7,26,0.6,0.059,1.945910149,5.093750201,5.129898715,4.709530201,7.837554361,0,1,0,0,2,0
小米SU7成都碰撞燃烧调查公布,63.9,11,0.44,0.045,1.945910149,4.672828834,5.129898715,4.343805422,9.02737861,0,0,1,0,3,0
长和系旗下三家公司出售英国电网业务,62.9,14,0.49,0.042,1.945910149,4.624972813,5.129898715,4.219507705,7.565275282,0,1,0,0,2,0
成都沪上阿姨HR辱骂求职者,56.0,4,0.0,0.014,1.098612289,4.262679877,5.129898715,1.791759469,7.602900462,0,1,0,0,2,0
瑞幸咖啡公布2025年第四季度及全年财报,61.4,13,0.49,0.014,1.609437912,3.988984047,5.129898715,3.912023005,7.677400431,0,1,0,0,2,0
大疆起诉美国联邦通信委员会,62.2,26,0.54,0.024,1.386294361,4.624972813,5.379897354,4.290459441,7.963112059,0,1,0,0,2,0
苹果手机深夜自动外拨电话,63.8,11,0.11,0.042,1.609437912,4.882801923,5.484796933,4.158883083,8.786914938,1,0,0,0,1,0
腾讯元宝生成拜年海报出现脏话,67.8,38,0.65,0.084,2.63905733,6.021023349,5.379897354,5.056245805,8.733594062,1,0,0,0,1,0
魅族手机将在3月正式退市,76.6,60,1.25,0.17,3.63758616,6.448889394,5.379897354,6.228511004,8.866158492,0,0,1,0,3,0
海口市监局回应椰树低俗广告,69.3,33,0.44,0.016,2.48490665,5.579729826,5.379897354,5.272999559,8.770904744,0,1,0,0,2,0
20家日本实体列入出口管制管控名单,72.8,106,3.49,0.13,3.401197382,6.688354714,5.379897354,5.81711116,9.118225083,1,0,0,0,1,0
脆升升薯条被曝吃出苍蝇,51.7,1,0.0,0.005,1.098612289,4.709530201,5.129898715,1.098612289,7.118016204,0,0,1,0,3,0
北京市消费者协会依法约谈华住会,57.7,18,1.04,0.015,0.693147181,4.553876892,5.793013608,3.496507561,6.670766321,1,0,0,0,1,0
特斯拉续航剩72公里高速突然断电,58.1,9,0.0,0.008,0.693147181,4.248495242,6.049733455,3.258096538,7.492760301,0,1,0,0,2,0
长龙航空飞机餐被吐槽仅青菜配米饭,62.0,10,0.11,0.026,0.693147181,4.770684624,6.049733455,4.094344562,8.350193651,0,0,0,1,4,0
网信部门对快手平台依法作出处罚,74.2,95,3.45,0.12,3.091042453,8.002024818,6.104793232,6.098074282,9.144093726,0,0,1,0,3,0
千问推出“1分钱喝奶茶”活动,86.8,102,2.3,0.35,5.953243334,9.658481754,6.104793232,6.971668605,9.968104196,0,0,1,0,3,0
自嗨锅关联公司被申请破产审查,66.5,38,0.66,0.03,1.609437912,5.433722004,6.156978986,4.812184355,9.061492275,0,1,0,0,2,0
微信屏蔽元宝红包分享链接,80.4,88,1.97,0.14,3.912023005,7.65396918,6.206575927,6.767343125,9.294773428,0,0,1,0,3,0
周生生足金挂坠被检测出含铁银钯,74.6,67,2.13,0.062,2.302585093,5.860786223,6.298949247,6.308098442,8.187021067,0,1,0,0,2,0
spaceX宣布收购人工智能企业xAI,74.0,54,1.86,0.056,3.258096538,6.11146734,5.455321115,5.673323267,8.743850562,0,1,0,0,2,0
极氪8X新车外观信息被提前泄露,59.9,13,0.27,0.006,1.098612289,4.369447852,5.455321115,3.850147602,8.251142139,0,1,0,0,2,0
月之暗面喊话百度误导用户,60.3,7,0.0,0.012,1.386294361,4.158883083,5.549076085,3.583518938,8.723882105,0,1,0,0,2,0
水贝黄金交易平台云点当兑付异常,60.9,12,0.22,0.006,1.098612289,3.663561646,5.549076085,3.951243719,7.922261058,0,1,0,0,2,0
苹果2026财年Q1 财报,72.0,37,1.32,0.074,2.63905733,5.529429088,5.638354669,5.241747015,8.778941882,0,1,0,0,2,0
零跑员工吐槽公司年会拉垮,61.2,13,0.11,0.007,1.386294361,3.871201011,5.638354669,3.713572067,8.652947112,0,1,0,0,2,0
理想员工吐槽李想全员会只讲AI不讲车,69.9,17,0.27,0.011,2.63905733,4.709530201,5.620400866,4.290459441,8.771059915,0,0,1,0,3,0
肯德基上调外送产品价格,67.3,36,0.99,0.037,1.945910149,5.327876169,5.620400866,5.257495372,7.618251098,0,1,0,0,2,0
周大生店员反问顾客买得起吗,58.1,5,0.11,0.01,0.693147181,4.454347296,5.620400866,3.36729583,8.15564927,0,1,0,0,2,0
腾讯正式退出京东、美团投资,60.8,5,0.0,0.013,1.791759469,5.442417711,5.620400866,2.397895273,8.133880888,0,0,1,0,3,0
百草味958克坚果礼盒坚果仅33克,66.8,20,0.27,0.015,1.945910149,4.394449155,5.446737372,4.025351691,8.362875831,0,0,1,0,3,0
好利来蛋糕店店员将掉地面包捡起售卖,63.1,12,0.27,0.025,1.609437912,4.644390899,5.446737372,4.17438727,8.593598523,0,1,0,0,2,0
北京穿越者公司已预订首批20余位太空游客,73.5,43,1.37,0.085,2.772588722,6.011267174,5.717027701,5.446737372,9.389239412,0,1,0,0,2,0
宇树澄清2025年销量数据,65.9,37,1.21,0.016,1.609437912,5.288267031,5.717027701,4.736198448,7.469654173,0,1,0,0,2,0
拼多多被上海市税务部门依法处罚,70.0,71,2.36,0.045,2.48490665,7.020190708,5.793013608,5.537334267,8.559102594,1,0,0,0,1,0
32岁程序员周末晕倒后猝死 抢救期间曾被拉入工作群,78.0,35,0.6,0.1,3.218875825,6.068425588,6.208590026,6.001414878,9.147507063,0,1,0,0,2,0
深圳水贝杰我睿黄金平台爆雷,75.0,49,1.37,0.082,3.091042453,7.217443432,6.343880434,5.924255797,8.793915424,0,0,1,0,3,0
重庆美心集团为“只涨薪20元”致歉,64.1,25,0.55,0.017,1.609437912,4.204692619,5.455321115,4.317488114,8.457443187,0,1,0,0,2,0
市场监管总局对携程立案调查,78.3,96,3.4,0.15,3.891820298,7.607878073,5.723585102,6.481577129,9.214830277,1,0,0,0,1,0
比格自助环卫工49.99元福利价引争议,59.3,15,0.33,0.004,0.693147181,3.63758616,5.723585102,3.970291914,7.584264818,0,1,0,0,2,0
"长沙极氪车友会年会活动""伟哥伴手礼""争议",60.4,14,0.05,0.011,1.098612289,4.700480366,5.545177444,3.912023005,7.978653729,0,1,0,0,2,0
金帝巧克力被指擦边营销,63.4,26,0.44,0.014,1.386294361,5.062595033,5.429345629,4.510859507,8.000014094,0,0,1,0,3,0
麦当劳汉堡越来越小遭吐槽,65.7,28,0.16,0.015,1.791759469,4.709530201,5.529429088,4.736198448,8.490643856,0,1,0,0,2,0
1月7日雷军直播,76.4,34,0.38,0.061,3.63758616,6.646390515,5.446737372,5.950642553,9.311903687,0,1,0,0,2,0
字节跳动辟谣“造车传闻”,65.3,30,1.15,0.02,1.945910149,5.771441123,5.446737372,4.574710979,8.363808885,0,0,1,0,3,0
电诈头目、太子集团创始人陈志被捕并遣送中国,68.9,48,1.32,0.034,2.197224577,5.765191103,5.446737372,5.347107531,8.682029434,0,1,0,0,2,0
宜家中国宣布2月2日起关闭7家商场,74.2,66,1.7,0.038,2.708050201,6.023447593,5.929589143,6.059123196,8.946765375,0,1,0,0,2,0
realme宣布回归OPPO,65.3,20,0.33,0.013,1.791759469,5.236441963,5.446737372,4.17438727,8.587838031,0,1,0,0,2,0
雀巢欧洲多国召回婴儿配方奶粉,75.1,126,4.72,0.073,2.63905733,6.658011046,6.304448802,6.570882962,8.647168268,0,0,1,0,3,0
四川资阳方特3小孩乘坐跳楼机工作人员忘放安全杠,61.9,14,0.22,0.017,1.098612289,4.127134385,5.634789603,4.304065093,8.290543501,0,1,0,0,2,0
CES 2026,81.6,79,4.01,0.12,4.553876892,6.267200549,5.438079309,7.300472814,9.030974443,0,1,0,0,2,0
网传宇树科技上市绿色通道被叫停,70.7,41,1.7,0.03,2.995732274,6.02827852,5.318119994,5.081404365,8.383433201,0,1,0,0,2,0
腾讯元宝AI辱骂用户,67.0,36,0.27,0.013,2.397895273,5.869296913,5.429345629,4.770684624,8.785386587,0,0,1,0,3,0
双星名人集团创始人汪海与儿子断绝父子关系,65.4,31,0.44,0.014,1.945910149,4.369447852,5.429345629,5.056245805,8.606302366,0,0,1,0,3,0
百度昆仑芯业务赴港上市,71.2,29,1.21,0.19,2.944438979,5.356586275,5.529429088,4.624972813,8.083328609,0,1,0,0,2,0
宝马超30款车型大降价,70.6,28,1.15,0.078,2.48490665,4.836281907,5.710427017,5.272999559,9.052047793,0,0,1,0,3,0
山姆被指多款商品货源与小象超市趋同,61.5,11,0.05,0.052,1.791759469,5.517452896,5.620400866,3.258096538,7.749322465,0,1,0,0,2,0
江西南昌一制药公司发生人员窒息事件致3死,61.6,19,0.55,0.057,1.098612289,4.836281907,5.620400866,4.17438727,8.133587418,0,1,0,0,2,0
Meta收购Manus,77.1,83,3.73,0.23,3.555348061,6.66440902,6.049733455,6.161207322,9.489939868,0,0,1,0,3,0
宇树首家线下店将在北京开业,67.5,19,0.88,0.061,2.397895273,5.686975356,5.446737372,4.262679877,8.796338933,0,1,0,0,2,0
追觅春节奖励每位员工1克黄金,61.3,18,0.22,0.021,1.791759469,4.465908119,5.424950017,4.025351691,8.201934351,0,1,0,0,2,0
中山一商场智己展车被小孩误触冲进手机店,57.3,8,0.0,0.017,0.693147181,4.465908119,5.420534999,3.33220451,8.188133415,0,0,1,0,3,0
卢伟冰将7999元小米新机口误成799,54.0,5,0.0,0.012,0.693147181,3.526360525,5.613128106,2.564949357,7.956476798,0,1,0,0,2,0
贾国龙首次回应西贝预制菜风波,71.1,36,0.66,0.086,3.17805383,6.431331082,5.613128106,5.365976015,9.124346659,0,1,0,0,2,0
朱孝天举报“相信音乐”,76.7,29,0.11,0.21,3.828641396,7.292337176,5.613128106,5.743003188,9.210440367,0,1,0,0,2,0
央视曝光韩束面膜添加违禁成分,66.1,26,0.83,0.037,2.079441542,5.010635294,5.613128106,4.510859507,8.321178307,0,1,0,0,2,0
霸王茶姬再陷咖啡因争议,74.8,57,1.43,0.12,3.135494216,6.03068526,5.613128106,5.690359454,8.959954084,0,0,1,0,3,0
爱奇艺会员充25年遇退费难,68.9,37,0.66,0.1,2.302585093,6.073044534,5.613128106,5.313205979,8.810608796,0,0,1,0,3,0
胖东来新乡三胖店试营业,64.7,23,0.39,0.016,1.609437912,4.465908119,5.774551546,4.691347882,7.974532844,0,0,1,0,3,0
华为nova15系列发布,74.6,39,0.88,0.1,3.295836866,6.830874235,5.846438775,5.517452896,9.496646498,0,1,0,0,2,0
最高法披露海底捞小便案详情,65.1,24,0.33,0.03,1.609437912,5.472270674,5.846438775,4.663439094,8.836809882,0,0,1,0,3,0
快手直播间现大量色情内容，称遭黑灰产攻击,79.7,109,2.97,0.26,4.672828834,8.76950712,5.846438775,6.679599186,9.118663583,1,0,0,0,1,0
黑龙江大通沟煤矿透水事故5名受困人员全部遇难,64.8,50,1.92,0.035,1.386294361,5.416100402,5.446737372,5.176149733,7.218176838,0,1,0,0,2,0
MiniMax通过上市聆讯,69.6,42,1.65,0.029,2.772588722,5.117993812,5.446737372,5.204006687,8.082093278,0,0,1,0,3,0
乐乐茶就苹果糖出品不稳定道歉,57.3,13,0.27,0.012,0.693147181,3.295836866,5.420534999,3.663561646,6.489204931,0,1,0,0,2,0
优衣库部分门店被指偷拍消费者,68.8,26,0.27,0.039,2.397895273,5.680172609,5.420534999,4.983606622,8.853522561,0,0,1,0,3,0
蜜雪冰城美国首店正式营业,64.1,26,0.6,0.019,1.791759469,4.369447852,5.420534999,4.406719247,8.449984442,0,1,0,0,2,0
全球首台商用超临界二氧化碳发电机组在贵州六盘水成功商运,69.1,100,3.02,0.039,2.302585093,4.990432587,5.420534999,5.624017506,9.054271186,1,0,0,0,1,0
京东巴黎仓库遭大规模盗窃,69.6,61,1.6,0.066,2.63905733,6.423246964,5.846438775,5.298317367,9.00307017,0,1,0,0,2,0
美方将大疆等所有非美国制造无人机列入“受管制清单”,69.6,61,2.26,0.045,2.079441542,5.771441123,5.846438775,5.451038454,9.204724633,0,0,1,0,3,0
强生爽身粉致癌案判赔女子约110亿元,65.8,23,0.44,0.035,1.609437912,5.262690189,5.846438775,4.672828834,8.204398418,1,0,0,0,1,0
保时捷中国自建充电站将停止运营,62.8,22,0.5,0.016,1.098612289,4.584967479,5.846438775,4.158883083,7.789454566,0,0,1,0,3,0
